Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",AprÃ¨s-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes,Total Skiable Distance
the-rock-snowpark,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/the-rock-snowpark/,284.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,32.0,US Dollar,1.3,1.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
titcomb-mountain,North America,USA,Maine,https://www.skiresort.info/ski-resort/titcomb-mountain/,210.0,1.0,1.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,22.0,US Dollar,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
the-whitecap-mountains,North America,USA,Wisconsin,https://www.skiresort.info/ski-resort/the-whitecap-mountains/,540.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,50.0,US Dollar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
praded-figura,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/praded-figura/,1464.0,2.5,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,500.0,Czech koruna,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005
karakoli,Europe,Greece,Epirus,https://www.skiresort.info/ski-resort/karakoli/,1520.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,European Euro,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
loessnitz,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/loessnitz/,554.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,European Euro,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
szelment,Europe,Poland,Podlaskie (WojewÃ³dztwo podlaskie),https://www.skiresort.info/ski-resort/szelment/,250.0,1.8,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,Polish zloty,1.5,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
mikata-snow-park,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/mikata-snow-park/,950.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
eibisberg-anger,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/eibisberg-anger/,1200.0,1.5,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
shin-tokura,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/shin-tokura/,900.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
svarstad,Europe,Norway,Vestfold,https://www.skiresort.info/ski-resort/svarstad/,420.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
szklana-gora-harbutowice,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/szklana-gora-harbutowice/,560.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oglebay-resort,North America,USA,West Virginia,https://www.skiresort.info/ski-resort/oglebay-resort/,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,0.0,US Dollar,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lake-district-ski-club-raise,Europe,United Kingdom,England,https://www.skiresort.info/ski-resort/lake-district-ski-club-raise/,842.0,1.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
spjelkavik-turheisa,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/spjelkavik-turheisa/,315.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
gura-humorului,Europe,Romania,Suceava,https://www.skiresort.info/ski-resort/gura-humorului/,760.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
osa,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/osa/,1030.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
madawaska-mountain,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/madawaska-mountain/,427.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
almetjevsk,Russia,Europe,0,https://www.skiresort.info/ski-resort/almetjevsk/,236.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sovata,Europe,Romania,MureÈ,https://www.skiresort.info/ski-resort/sovata/,1186.0,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
nagy-hideg-hegy,Europe,Hungary,Central Hungary (KÃ¶zÃ©p-MagyarorszÃ¡g),https://www.skiresort.info/ski-resort/nagy-hideg-hegy/,850.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
otdelnaya-gora,Russia,Siberia,0,https://www.skiresort.info/ski-resort/otdelnaya-gora/,434.0,1.4,2.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
buce-rencisov,Europe,Slovakia,PreÅ¡ov (PreÅ¡ovskÃ½ kraj),https://www.skiresort.info/ski-resort/buce-rencisov/,1006.0,0.9,2.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
prislop-borsa,Europe,Romania,BistriÈa-NÄsÄud,https://www.skiresort.info/ski-resort/prislop-borsa/,1543.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
snegny,Russia,Northwest Russia,0,https://www.skiresort.info/ski-resort/snegny/,104.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
golija-novi-pazar,Europe,Serbia,Serbia-South,https://www.skiresort.info/ski-resort/golija-novi-pazar/,1798.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
mendelpass-monte-roen,Europe,Italy,Trentino-Alto Adige (Trentino-SÃ¼dtirol),https://www.skiresort.info/ski-resort/mendelpass-monte-roen/,1592.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
minyar,Russia,Ural Federal District,Chelyabinsk,https://www.skiresort.info/ski-resort/minyar/,351.0,2.5,1.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
mount-timothy,North America,Canada,British Columbia,https://www.skiresort.info/ski-resort/mount-timothy/,1660.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
tanbara-ski-park,Asia,Japan,Honshu,https://www.skiresort.info/ski-resort/tanbara-ski-park/,1550.0,3.5,4.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
mount-maichen,North America,Canada,Yukon,https://www.skiresort.info/ski-resort/mount-maichen/,920.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
feichtecklift-brandlucken-st-kathrein-am-offenegg,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/feichtecklift-brandlucken-st-kathrein-am-offenegg/,1220.0,1.8,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
przemysl,Europe,Poland,Subcarpathian Voivodeship (WojewÃ³dztwo podkarpackie),https://www.skiresort.info/ski-resort/przemysl/,347.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8
passo-godi-scanno,Europe,Italy,Abruzzo,https://www.skiresort.info/ski-resort/passo-godi-scanno/,1780.0,2.2,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
lagdeilago-santo-corniglio,Europe,Italy,Emilia-Romagna,https://www.skiresort.info/ski-resort/lagdeilago-santo-corniglio/,1525.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
chechnya,Russia,North Caucasus,0,https://www.skiresort.info/ski-resort/chechnya/,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
voithenberg-furth-im-wald,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/voithenberg-furth-im-wald/,893.0,1.1,2.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,European Euro,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
sommartel-le-locle,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/sommartel-le-locle/,1301.0,1.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.0,Swiss Franc,1.5,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
flottsbro-alpin,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/flottsbro-alpin/,103.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,270.0,Swedish krona,1.3,1.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
solan-vrchol,Europe,Czech Republic,ZlÃ­n Region (ZlÃ­nskÃ½ kraj),https://www.skiresort.info/ski-resort/solan-vrchol/,861.0,1.5,1.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,360.0,Czech koruna,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
batawa-ski-hill,North America,Canada,Ontario,https://www.skiresort.info/ski-resort/batawa-ski-hill/,80.0,0.2,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,94.0,84.0,0.0,Canadian Dollar,1.3,1.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
hillberg,North America,USA,Alaska,https://www.skiresort.info/ski-resort/hillberg/,120.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,US Dollar,1.3,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
villa-olivia-bartlett,North America,USA,Illinois,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,258.0,0.2,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,44.0,33.0,21.0,US Dollar,1.3,1.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
laajis-laajavuori,Europe,Finland,West Finland (LÃ¤nsi-Suomi),https://www.skiresort.info/ski-resort/laajis-laajavuori/,224.0,2.5,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,26.0,European Euro,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
olczan-ski,Europe,Poland,Lesser Poland (WojewÃ³dztwo maÅopolskie),https://www.skiresort.info/ski-resort/olczan-ski/,958.0,1.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,99.0,Polish zloty,1.3,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
tettau-wildberg,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/tettau-wildberg/,735.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,European Euro,1.5,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
fairview-ski-hill,North America,Canada,Alberta,https://www.skiresort.info/ski-resort/fairview-ski-hill/,580.0,1.4,0.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,20.0,Canadian Dollar,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
mullsjoe-alpin,Europe,Sweden,South Sweden (Sydsverige),https://www.skiresort.info/ski-resort/mullsjoe-alpin/,330.0,2.1,1.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,320.0,270.0,110.0,Swedish krona,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
luossabacken-kiruna,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/luossabacken-kiruna/,720.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,80.0,0.0,Swedish krona,1.3,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
raliska,Europe,Czech Republic,ZlÃ­n Region (ZlÃ­nskÃ½ kraj),https://www.skiresort.info/ski-resort/raliska/,729.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,300.0,Czech koruna,1.3,1.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
la-corbatiere-la-roche-aux-crocs,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/la-corbatiere-la-roche-aux-crocs/,1348.0,2.1,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,15.0,Swiss Franc,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
heiden-bischofsberg,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/heiden-bischofsberg/,940.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,20.0,Swiss Franc,1.7,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
aiguilles,Europe,France,Provence-Alpes-CÃ´te dâAzur,https://www.skiresort.info/ski-resort/aiguilles/,1619.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,22.8,European Euro,1.5,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
javornik-jermanice,Europe,Czech Republic,Liberec Region (LibereckÃ½ kraj),https://www.skiresort.info/ski-resort/javornik-jermanice/,652.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,400.0,Czech koruna,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
divnyi-divnogorsk,Russia,Siberia,0,https://www.skiresort.info/ski-resort/divnyi-divnogorsk/,600.0,2.5,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
bankut,Europe,Hungary,Northern Hungary (Eszak-MagyarorszÃ¡g),https://www.skiresort.info/ski-resort/bankut/,935.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
veduchi,Russia,North Caucasus,Chechnya,https://www.skiresort.info/ski-resort/veduchi/,1476.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
sommet-edelweiss,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/sommet-edelweiss/,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.99,0.0,32.99,Canadian Dollar,1.0,1.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avalanche-dolni-moravice,Europe,Czech Republic,Moravian-Silesian Region (MoravskoslezskÃ½ kraj),https://www.skiresort.info/ski-resort/avalanche-dolni-moravice/,700.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
plumas-eureka-ski-bowl,North America,USA,California,https://www.skiresort.info/ski-resort/plumas-eureka-ski-bowl/,1874.0,2.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
lunada,Europe,Spain,Castile-Leon (Castilla y LeÃ³n),https://www.skiresort.info/ski-resort/lunada/,1465.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1.5,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
